Layer,Elno,Text,Vnflag,Angle,RecordType,DataType,DataKind
"7101","08ND392-7101-0001","300","0","86",E7,注記,"4"
"7101","08ND392-7101-0002","340","0","-44",E7,注記,"4"
"7101","08ND392-7101-0003","280","0","-85",E7,注記,"4"
"7101","08ND392-7101-0004","310","0","-86",E7,注記,"4"
"7101","08ND392-7101-0005","290","0","18",E7,注記,"4"
"7101","08ND392-7101-0006","260","0","-57",E7,注記,"4"
"7101","08ND392-7101-0007","310","0","-65",E7,注記,"4"
"7101","08ND392-7101-0008","270","0","-21",E7,注記,"4"
"7101","08ND392-7101-0009","280","0","71",E7,注記,"4"
"7101","08ND392-7101-0010","310","0","-84",E7,注記,"4"
"7101","08ND392-7101-0011","240","0","-84",E7,注記,"4"
"7101","08ND392-7101-0012","220","0","-74",E7,注記,"4"
"7101","08ND392-7101-0013","190","0","27",E7,注記,"4"
"7101","08ND392-7101-0014","230","0","86",E7,注記,"4"
"7101","08ND392-7101-0015","180","0","85",E7,注記,"4"
"7101","08ND392-7101-0016","300","0","-53",E7,注記,"4"
"7101","08ND392-7101-0017","340","0","14",E7,注記,"4"
"7101","08ND392-7101-0018","180","0","-19",E7,注記,"4"
"7101","08ND392-7101-0019","90","0","23",E7,注記,"4"
"7101","08ND392-7101-0020","120","0","56",E7,注記,"4"
"7101","08ND392-7101-0021","140","0","66",E7,注記,"4"
"7101","08ND392-7101-0022","200","0","41",E7,注記,"4"
"7101","08ND392-7101-0023","160","0","83",E7,注記,"4"
"7101","08ND392-7101-0024","100","0","61",E7,注記,"4"
"7101","08ND392-7101-0025","270","0","-20",E7,注記,"4"
"7101","08ND392-7101-0026","210","0","19",E7,注記,"4"
"7101","08ND392-7101-0027","270","0","9",E7,注記,"4"
"7101","08ND392-7101-0028","280","0","26",E7,注記,"4"
"7101","08ND392-7101-0029","210","0","-15",E7,注記,"4"
"7101","08ND392-7101-0030","220","0","23",E7,注記,"4"
"7101","08ND392-7101-0031","190","0","13",E7,注記,"4"
"7101","08ND392-7101-0032","470","0","-80",E7,注記,"4"
"7101","08ND392-7101-0033","170","0","-80",E7,注記,"4"
"7101","08ND392-7101-0034","270","0","88",E7,注記,"4"
"7101","08ND392-7101-0035","170","0","75",E7,注記,"4"
"7101","08ND392-7101-0036","80","0","85",E7,注記,"4"
"7101","08ND392-7101-0037","140","0","48",E7,注記,"4"
"7101","08ND392-7101-0038","180","0","-83",E7,注記,"4"
"7101","08ND392-7101-0039","280","0","-83",E7,注記,"4"
"7101","08ND392-7101-0040","130","0","-64",E7,注記,"4"
"7101","08ND392-7101-0041","120","0","-72",E7,注記,"4"
"7101","08ND392-7101-0042","190","0","-39",E7,注記,"4"
"7101","08ND392-7101-0043","110","0","-38",E7,注記,"4"
"7101","08ND392-7101-0044","90","0","12",E7,注記,"4"
"7101","08ND392-7101-0045","110","0","-77",E7,注記,"4"
"7101","08ND392-7101-0046","190","0","-20",E7,注記,"4"
"7101","08ND392-7101-0047","240","0","-71",E7,注記,"4"
"7101","08ND392-7101-0048","180","0","52",E7,注記,"4"
"7101","08ND392-7101-0049","190","0","-78",E7,注記,"4"
"7101","08ND392-7101-0050","250","0","-1",E7,注記,"4"
"7101","08ND392-7101-0051","200","0","-79",E7,注記,"4"
"7101","08ND392-7101-0052","210","0","39",E7,注記,"4"
"7101","08ND392-7101-0053","180","0","80",E7,注記,"4"
"7101","08ND392-7101-0054","100","0","18",E7,注記,"4"
"7101","08ND392-7101-0055","90","0","23",E7,注記,"4"
"7101","08ND392-7101-0056","140","0","-80",E7,注記,"4"
"7101","08ND392-7101-0057","110","0","60",E7,注記,"4"
"7101","08ND392-7101-0058","150","0","-74",E7,注記,"4"
"7101","08ND392-7101-0059","140","0","-82",E7,注記,"4"
"7101","08ND392-7101-0060","120","0","46",E7,注記,"4"
"7101","08ND392-7101-0061","120","0","29",E7,注記,"4"
"7101","08ND392-7101-0062","130","0","70",E7,注記,"4"
"7101","08ND392-7101-0063","140","0","55",E7,注記,"4"
"7101","08ND392-7101-0064","100","0","64",E7,注記,"4"
"7101","08ND392-7101-0065","100","0","-26",E7,注記,"4"
"7101","08ND392-7101-0066","350","0","-42",E7,注記,"4"
"7101","08ND392-7101-0067","100","0","49",E7,注記,"4"
"7101","08ND392-7101-0068","100","0","18",E7,注記,"4"
"7101","08ND392-7101-0069","200","0","57",E7,注記,"4"
"7101","08ND392-7101-0070","300","0","45",E7,注記,"4"
"7101","08ND392-7101-0071","320","0","58",E7,注記,"4"
"7101","08ND392-7101-0072","310","0","76",E7,注記,"4"
"7101","08ND392-7101-0073","280","0","-3",E7,注記,"4"
"7101","08ND392-7101-0074","320","0","-36",E7,注記,"4"
"7101","08ND392-7101-0075","240","0","-71",E7,注記,"4"
"7101","08ND392-7101-0076","240","0","-79",E7,注記,"4"
"7101","08ND392-7101-0077","320","0","-86",E7,注記,"4"
"7101","08ND392-7101-0078","290","0","0",E7,注記,"4"
"7101","08ND392-7101-0079","240","0","-82",E7,注記,"4"
"7101","08ND392-7101-0080","270","0","73",E7,注記,"4"
"7101","08ND392-7101-0081","310","0","82",E7,注記,"4"
"7101","08ND392-7101-0082","270","0","84",E7,注記,"4"
"7101","08ND392-7101-0083","210","0","79",E7,注記,"4"
"7101","08ND392-7101-0084","390","0","-80",E7,注記,"4"
"7101","08ND392-7101-0085","420","0","14",E7,注記,"4"
"7101","08ND392-7101-0086","270","0","-7",E7,注記,"4"
"7101","08ND392-7101-0087","170","0","85",E7,注記,"4"
"7101","08ND392-7101-0088","100","0","-85",E7,注記,"4"
"7101","08ND392-7101-0089","130","0","73",E7,注記,"4"
"7101","08ND392-7101-0090","250","0","55",E7,注記,"4"
"7101","08ND392-7101-0091","160","0","31",E7,注記,"4"
"7101","08ND392-7101-0092","180","0","36",E7,注記,"4"
"7101","08ND392-7101-0093","240","0","-63",E7,注記,"4"
"7101","08ND392-7101-0094","280","0","-54",E7,注記,"4"
"7101","08ND392-7101-0095","380","0","71",E7,注記,"4"
"7101","08ND392-7101-0096","240","0","-81",E7,注記,"4"
"7101","08ND392-7101-0097","110","0","89",E7,注記,"4"
"7101","08ND392-7101-0098","80","0","77",E7,注記,"4"
"7101","08ND392-7101-0099","90","0","-31",E7,注記,"4"
"7101","08ND392-7101-0100","180","0","-83",E7,注記,"4"
"7101","08ND392-7101-0101","120","0","-75",E7,注記,"4"
"7101","08ND392-7101-0102","120","0","78",E7,注記,"4"
"7101","08ND392-7101-0103","120","0","-75",E7,注記,"4"
"7101","08ND392-7101-0104","140","0","-88",E7,注記,"4"
"7101","08ND392-7101-0105","210","0","24",E7,注記,"4"
"7101","08ND392-7101-0106","170","0","-84",E7,注記,"4"
"7101","08ND392-7101-0107","170","0","-57",E7,注記,"4"
"7101","08ND392-7101-0108","150","0","45",E7,注記,"4"
"7101","08ND392-7101-0109","130","0","-75",E7,注記,"4"
"7101","08ND392-7101-0110","220","0","-87",E7,注記,"4"
"7101","08ND392-7101-0111","120","0","5",E7,注記,"4"
"7101","08ND392-7101-0112","130","0","-86",E7,注記,"4"
"7101","08ND392-7101-0113","140","0","-75",E7,注記,"4"
"7101","08ND392-7101-0114","100","0","-42",E7,注記,"4"
"7101","08ND392-7101-0115","200","0","46",E7,注記,"4"
"7101","08ND392-7101-0116","350","0","0",E7,注記,"4"
"7101","08ND392-7101-0117","210","0","-6",E7,注記,"4"
"7101","08ND392-7101-0118","200","0","18",E7,注記,"4"
"7101","08ND392-7101-0119","100","0","26",E7,注記,"4"
"7311","08ND392-7311-0001","71.9","0","0",E7,注記,"4"
"7311","08ND392-7311-0002","69.6","0","0",E7,注記,"4"
"7311","08ND392-7311-0003","73.3","0","0",E7,注記,"4"
"7311","08ND392-7311-0004","68.4","0","0",E7,注記,"4"
"7311","08ND392-7311-0005","70.1","0","0",E7,注記,"4"
"7311","08ND392-7311-0006","71.1","0","0",E7,注記,"4"
"7311","08ND392-7311-0007","74.8","0","0",E7,注記,"4"
"7311","08ND392-7311-0008","77.9","0","0",E7,注記,"4"
"7311","08ND392-7311-0009","79.8","0","0",E7,注記,"4"
"7311","08ND392-7311-0010","80.8","0","0",E7,注記,"4"
"7311","08ND392-7311-0011","81.1","0","0",E7,注記,"4"
"7311","08ND392-7311-0012","80.6","0","0",E7,注記,"4"
"7311","08ND392-7311-0013","81.1","0","0",E7,注記,"4"
"7311","08ND392-7311-0014","84.4","0","0",E7,注記,"4"
"7311","08ND392-7311-0015","83.3","0","0",E7,注記,"4"
"7311","08ND392-7311-0016","88.3","0","0",E7,注記,"4"
"7311","08ND392-7311-0017","89.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0001","326.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0002","205.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0003","85.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0004","82.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0005","67.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0006","164.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0007","80.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0008","84.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0009","345.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0010","198.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0011","119.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0012","158.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0013","195.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0014","305.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0015","234.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0016","103.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0017","156.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0018","244.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0019","155.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0020","208.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0021","248.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0022","333.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0023","411.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0024","326.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0025","282.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0026","211.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0027","324.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0028","406.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0029","363.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0030","264.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0031","182.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0032","174.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0033","256.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0034","324.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0035","388.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0036","440.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0037","143.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0038","152.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0039","162.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0040","180.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0041","196.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0042","233.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0043","305.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0044","335.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0045","317.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0046","313.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0047","206.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0048","245.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0049","296.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0050","287.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0051","326.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0052","216.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0053","254.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0054","263.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0055","245.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0056","326.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0057","338.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0058","302.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0059","256.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0060","277.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0061","253.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0062","246.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0063","224.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0064","264.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0065","290.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0066","315.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0067","309.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0068","214.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0069","248.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0070","206.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0071","265.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0072","305.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0073","314.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0074","303.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0075","325.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0076","304.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0077","244.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0078","271.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0079","304.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0080","254.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0081","304.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0082","332.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0083","205.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0084","165.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0085","180.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0086","234.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0087","304.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0088","333.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0089","304.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0090","244.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0091","228.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0092","224.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0093","254.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0094","323.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0095","275.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0096","323.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0097","358.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0098","352.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0099","364.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0100","175.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0101","173.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0102","264.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0103","235.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0104","236.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0105","164.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0106","83.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0107","124.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0108","70.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0109","125.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0110","147.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0111","125.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0112","145.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0113","103.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0114","125.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0115","121.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0116","112.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0117","92.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0118","84.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0119","79.0","0","0",E7,注記,"4"
"7312","08ND392-7312-0120","67.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0121","76.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0122","76.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0123","73.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0124","75.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0125","72.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0126","63.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0127","84.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0128","86.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0129","112.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0130","79.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0131","75.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0132","75.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0133","74.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0134","73.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0135","72.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0136","70.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0137","123.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0138","154.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0139","196.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0140","127.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0141","98.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0142","112.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0143","155.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0144","217.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0145","255.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0146","90.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0147","76.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0148","97.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0149","84.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0150","94.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0151","96.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0152","156.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0153","156.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0154","213.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0155","222.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0156","193.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0157","263.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0158","283.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0159","246.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0160","269.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0161","235.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0162","196.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0163","165.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0164","133.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0165","105.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0166","125.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0167","172.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0168","195.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0169","254.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0170","316.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0171","345.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0172","104.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0173","81.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0174","80.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0175","242.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0176","205.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0177","165.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0178","132.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0179","254.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0180","183.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0181","164.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0182","78.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0183","79.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0184","114.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0185","164.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0186","232.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0187","265.0","0","0",E7,注記,"4"
"7312","08ND392-7312-0188","215.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0189","174.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0190","103.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0191","164.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0192","204.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0193","281.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0194","284.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0195","294.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0196","282.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0197","275.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0198","255.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0199","255.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0200","234.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0201","195.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0202","234.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0203","302.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0204","314.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0205","288.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0206","91.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0207","108.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0208","88.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0209","104.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0210","116.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0211","185.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0212","140.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0213","146.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0214","225.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0215","249.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0216","254.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0217","153.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0218","159.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0219","166.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0220","179.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0221","189.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0222","253.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0223","203.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0224","225.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0225","219.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0226","212.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0227","206.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0228","202.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0229","210.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0230","210.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0231","215.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0232","196.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0233","217.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0234","176.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0235","166.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0236","256.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0237","167.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0238","136.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0239","148.0","0","0",E7,注記,"4"
"7312","08ND392-7312-0240","214.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0241","183.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0242","147.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0243","84.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0244","147.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0245","84.3","0","0",E7,注記,"4"
"7312","08ND392-7312-0246","83.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0247","124.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0248","90.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0249","80.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0250","82.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0251","122.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0252","83.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0253","82.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0254","88.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0255","88.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0256","143.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0257","184.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0258","202.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0259","238.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0260","192.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0261","158.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0262","162.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0263","163.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0264","142.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0265","114.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0266","119.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0267","109.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0268","154.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0269","108.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0270","103.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0271","111.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0272","103.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0273","100.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0274","96.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0275","93.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0276","114.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0277","88.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0278","86.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0279","91.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0280","88.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0281","91.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0282","89.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0283","90.4","0","0",E7,注記,"4"
"7312","08ND392-7312-0284","140.6","0","0",E7,注記,"4"
"7312","08ND392-7312-0285","273.5","0","0",E7,注記,"4"
"7312","08ND392-7312-0286","259.8","0","0",E7,注記,"4"
"7312","08ND392-7312-0287","306.7","0","0",E7,注記,"4"
"7312","08ND392-7312-0288","168.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0289","276.2","0","0",E7,注記,"4"
"7312","08ND392-7312-0290","251.9","0","0",E7,注記,"4"
"7312","08ND392-7312-0291","280.1","0","0",E7,注記,"4"
"7312","08ND392-7312-0292","351.1","0","0",E7,注記,"4"
